id,submit,input,run,output,complete,wait,response
51.0,509.0,666.6666666666665,939.6666666666665,666.6666666666665,2781.9999999999995,0.0,2272.9999999999995
29.0,288.0,933.3333333333335,1083.3333333333335,933.3333333333335,3238.0000000000005,0.0,2950.0000000000005
16.0,170.0,933.3333333333335,1268.3333333333335,933.3333333333335,3305.0000000000005,0.0,3135.0000000000005
79.0,811.0,800.0,938.0,800.0,3349.0,0.0,2538.0
18.0,184.0,1066.6666666666667,1393.6666666666667,1066.6666666666665,3711.0,0.0,3527.0
10.0,109.0,933.3333333333335,1844.3333333333335,933.3333333333335,3820.0000000000005,0.0,3711.0000000000005
17.0,176.0,933.3333333333335,1834.3333333333335,933.3333333333335,3877.0000000000005,0.0,3701.0000000000005
9.0,100.0,1200.0,1765.0,1200.0,4265.0,0.0,4165.0
72.0,719.0,1200.0,1354.0,1200.0,4473.0,0.0,3754.0
80.0,819.0,1200.0,1334.0,1200.0,4553.0,0.0,3734.0
78.0,791.0,933.3333333333335,2004.3333333333335,933.333333333333,4662.0,0.0,3871.0
73.0,729.0,533.3333333333335,3522.3333333333335,533.333333333333,5318.0,0.0,4589.0
8.0,88.0,933.3333333333334,3666.3333333333335,933.333333333333,5621.0,0.0,5533.0
53.0,527.0,933.3333333333335,3840.3333333333335,933.333333333333,6234.0,0.0,5707.0
21.0,212.0,933.3333333333335,4584.333333333332,933.333333333333,6662.999999999999,0.0,6450.999999999999
84.0,860.0,533.3333333333335,5097.333333333332,533.333333333333,7023.999999999999,0.0,6163.999999999999
6.0,68.0,1200.0,4853.0,1200.0,7321.0,0.0,7253.0
7.0,76.0,533.3333333333334,6680.333333333333,533.333333333333,7822.999999999999,0.0,7746.999999999999
74.0,737.0,1200.0,4859.0,1200.0,7996.0,0.0,7259.0
34.0,340.0,533.3333333333334,6677.333333333333,533.333333333333,8083.999999999999,0.0,7743.999999999999
27.0,276.0,533.3333333333334,6758.333333333333,533.333333333333,8100.999999999999,0.0,7824.999999999999
37.0,362.0,800.0,6284.0,800.0,8246.0,0.0,7884.0
35.0,350.0,666.6666666666666,6677.666666666667,666.6666666666661,8361.0,0.0,8011.0
24.0,241.0,666.6666666666666,6930.666666666667,666.6666666666661,8505.0,0.0,8264.0
26.0,259.0,800.0,7096.0,800.0,8955.0,0.0,8696.0
3.0,34.0,533.3333333333334,8094.333333333333,533.3333333333339,9195.0,0.0,9161.0
11.0,116.0,533.3333333333334,8089.333333333333,533.3333333333339,9272.0,0.0,9156.0
33.0,327.0,933.3333333333335,7138.333333333332,933.3333333333339,9332.0,0.0,9005.0
28.0,280.0,933.3333333333335,7196.333333333332,933.3333333333339,9343.0,0.0,9063.0
95.0,947.0,533.333333333333,653.3333333333339,533.3333333333339,9543.0,6875.999999999999,8596.0
97.0,967.0,533.333333333333,692.3333333333339,533.3333333333339,9582.0,6855.999999999999,8615.0
36.0,353.0,1200.0,6964.0,1200.0,9717.0,0.0,9364.0
13.0,132.0,666.6666666666666,8256.666666666666,666.6666666666661,9721.999999999998,0.0,9589.999999999998
5.0,57.0,800.0,8371.0,800.0,10028.0,0.0,9971.0
89.0,894.0,666.666666666667,901.6666666666661,666.6666666666661,10057.999999999998,6928.999999999999,9163.999999999998
12.0,124.0,800.0,8377.0,800.0,10101.0,0.0,9977.0
83.0,850.0,666.6666666666665,7921.666666666668,666.6666666666661,10105.0,0.0,9255.0
25.0,251.0,1200.0,7456.0,1200.0,10107.0,0.0,9856.0
32.0,320.0,1200.0,7446.0,1200.0,10166.0,0.0,9846.0
30.0,297.0,1200.0,7483.0,1200.0,10180.0,0.0,9883.0
31.0,308.0,1200.0,7510.0,1200.0,10218.0,0.0,9910.0
23.0,234.0,1200.0,7743.0,1200.0,10377.0,0.0,10143.0
96.0,956.0,800.0000000000009,1075.0,800.0,10498.0,6866.999999999999,9542.0
82.0,844.0,800.0,8067.0,800.0,10511.0,0.0,9667.0
100.0,990.0,933.333333333333,1081.333333333334,933.3333333333339,10771.0,6832.999999999999,9781.0
2.0,26.0,1066.6666666666667,8634.666666666666,1066.666666666666,10793.999999999998,0.0,10767.999999999998
14.0,144.0,1066.6666666666667,8646.666666666666,1066.666666666666,10923.999999999998,0.0,10779.999999999998
